9.57383	0.00765507	0.0000742759	0.006714254318663955	0.006801016720957558	0.874200664485277	0.8913313345195019
11.8108	0.00272116	0.0000279285	0.002424874000883985	0.002455621707671868	0.8875635696218651	0.9059714333018343
14.5706	0.000941021	9.45206e-6	0.0008594092589184412	0.0008697587238191663	0.9095436773844278	0.9280008436598502
17.9751	0.000319843	3.36308e-6	0.0002966877141226755	0.00030084578697422884	0.9242824847036837	0.9439262961572523
22.1752	0.000106904	1.09686e-6	0.0001026464141127309	0.00010383473996575865	0.9558230245281739	0.9756402890848764
27.3566	0.0000359348	3.72175e-7	0.000034700026775291683	0.00003514278450620279	0.961734205213857	0.9818639581680032
33.7488	0.000011916	1.41183e-7	0.000011498905727345169	0.000011646419748534016	0.9596800656370753	0.982693673527005
41.6345	3.75618e-6	3.81904e-8	3.7777359729083407e-6	3.828444458873076e-6	1.0021944803673535	1.0227831383254185
51.3628	1.21552e-6	1.28619e-8	1.2162748204452967e-6	1.232608303626767e-6	0.9966806465084329	1.0179987697677813
63.3643	3.84908e-7	4.4131e-9	3.8921622210718677e-7	3.948696348853012e-7	1.006858844542956	1.030214578177507
78.17	1.21927e-7	1.50722e-9	1.2109736132774908e-7	1.2287691306452165e-7	0.9881254668828233	1.0128609790419574
96.4351	3.74629e-8	4.65129e-10	3.756826204213703e-8	3.815658878441913e-8	0.9981164302896981	1.0232126933648016
118.968	1.13495e-8	1.53603e-10	1.1380248589490912e-8	1.1571324254925963e-8	0.9974425546832207	1.0248115397189006
146.766	3.3035e-9	4.74574e-11	3.3370660194809144e-9	3.4026923921130313e-9	1.0054391450916407	1.0347480538167735
181.06	9.41847e-10	1.4855e-11	9.055278793908011e-10	9.236100863281699e-10	0.9557223383660534	0.986353142809733
